event,fd,roster
4548,"189,185","Thor, Hela,  Valkyrie, Angela, Sin, Crossbones, Bullseye, Baron Zemo, Enchantress, Cpt America Steve
.
Odin’s Blessing, Dark Reign, Brace for Impact, Patch Up, Tactical Analysis, marked for Death, battle Lust, Sacrifice, climbing gear, illicit tech. 
.
Deadly Meteors, Spider Portals, Mutant Mad Man / Montesi Formula, Hammers, Alien Ship Crash/Core
"
4548,"213,183,303","lvo

Characters 10:
Threat: 37
*Cable Threat: 5
Deadpool Threat: 3
Domino Threat: 3
Baron Zemo Threat: 3
*Captain America Steve Rogers Threat: 4
*Dormammu Threat: 8
Hood Threat: 3
Luke Cage Threat: 3
Shuri Threat: 3
Nebula Threat: 2

Tactics 10:
Avengers Assemble
Blind Obsession
Brace for Impact R
Cat and Mouse
Dark Restoration
Heroes for Hire
Hood's Gang
Medpack R
Sacrifice
Face Me

Secure Crisis:
S.W.O.R.D. Establishes Base on Moon's Blue Area Threat: 14
Gamma Wave Sweeps Across Midwest Threat: 15
Mayor Fisk Vows to Find Missing Witnesses Threat: 16

Extract Crisis:
Fear Grips World as ""Worthy"" Terrorize Cities Threat: 18
Research Station Attacked! Threat: 16
Mutant Extremists Target U.S. Senators! Threat: 14
"
4548,"197,301","Dr Strange with Soul Stone
Hulk
Blade
Ghost Rider
Dr Voodoo
Iron Fist
Moon Knight 
Black Cat
Winter Soldier
Toad

Field Dressing r
Bitter Rivals r
Siege of Darkness
Deal with the Devil
Tactical Analysis
Hero’s for Hire
Bats the Ghost Hound
Advanced R&D
Inspiring Monologue 
Seance

Terrigan Clouds
Demons Downtown 
SWORD

Fear Grips World aka Hammers
Spider-Infected Invade Manhattan 
Skrulls Infiltrate World Leadership"
4548,183,"Falcon

Characters 10:
Threat: 36
Ant-Man Threat: 3
*Captain America Sam Wilson Threat: 3
*Hulkbuster Threat: 6
Iron Fist Threat: 3
Luke Cage Threat: 3
Black Widow Threat: 2
Vision Threat: 4
*Black Panther Threat: 4
Ghost Rider Threat: 5
Punisher Threat: 3

Tactics 10:
Heroes for Hire
Avengers Assemble
Blind Obsession
Bird of Prey
Brace for Impact R
Medpack R
Mission Objective
Highway to Hell
Deal with the Devil
Marked for Death

Secure Crisis:
Mutant Madman Turns City Center Into Lethal Amusement Park Threat: 18
Gamma Wave Sweeps Across Midwest Threat: 15
Infinity Formula Goes Missing! Threat: 17

Extract Crisis:
Fear Grips World as ""Worthy"" Terrorize Cities Threat: 18
Mystic Wakandan Herbs: Fact or Fiction? Threat: 15
Research Station Attacked! Threat: 16
"
4548,"213,203","X-Force / X-Men

Characters 10:
Threat: 35
Beast Threat: 3
*Cable Threat: 5
Domino Threat: 3
Baron Zemo Threat: 3
Toad Threat: 2
Winter Soldier Threat: 3
*Storm Threat: 3
Scarlet Witch Threat: 5
Wolverine Threat: 4
Mister Sinister Threat: 4

Tactics 10:
Blind Obsession
Brace for Impact R
Field Dressing R
Cat and Mouse
To Me, My X-Men!
First Class
Marked for Death
X-Ceptional Healing
Sacrifice
The Whims of Chaos

Secure Crisis:
Infinity Formula Goes Missing! Threat: 17
Mutant Madman Turns City Center Into Lethal Amusement Park Threat: 18
S.W.O.R.D. Establishes Base on Moon's Blue Area Threat: 14

Extract Crisis:
Fear Grips World as ""Worthy"" Terrorize Cities Threat: 18
Skrulls Infiltrate World Leadership Threat: 17
Mutant Extremists Target U.S. Senators! Threat: 14
"
4548,"197,301","MS/DEF

Characters 10:
Threat: 37
*Doctor Strange Soul Threat: 6
Doctor Voodoo Threat: 4
*Blade Threat: 4
Ghost Rider Threat: 5
Iron Fist Threat: 3
Taskmaster Threat: 3
Moon Knight Threat: 3
Okoye Threat: 2
Daredevil Threat: 4
Hawkeye Threat: 3

Tactics 10:
Heroes for Hire
Field Dressing R
Brace for Impact R
Bats the Ghost Hound
Siege of Darkness
Blind Obsession
Deal with the Devil
Disarm
Pentagram of Farallah
Sacrifice

Secure Crisis:
Gamma Wave Sweeps Across Midwest Threat: 15
Riots Spark Over Extremis 3.0 Threat: 17
Demons Downtown! Has Our Comeuppance Come Due? Threat: 19

Extract Crisis:
Skrulls Infiltrate World Leadership Threat: 17
Research Station Attacked! Threat: 16
The Montesi Formula Found Threat: 17
"
4548,"191,183","Miles Spider-Man 
Core Peter Spider-Man 
Amazing Spider-Man 
Ghost spider 
Venom
Black cat
Deadpool 
Captain America Steve
Captain Marvel 
Vision 

All webbed up
Web barrier 
The cat and the spider
Lethal protector 
Spider tracker
Aunt mays wheat cakes
Uneasy Allies 
Disarm 
Trip up 
Extreme conditioning 

Cosmic invasion 
Infinity formula 
Riots spark 

Mystic wakanda herbs
Struggle for the cube
Fear grips world as worthy 


"
4548,"301,183","Blade
Moon knight
Iron Fist
Ghost rider
Dr. Voodoo
Zemo
Hulkbuster
Black dwarf
Okoye
Rocket

Siege
Bats
Blind obsession
Helios laser
Smash
Heroes for hire
Grievous wounds
Deal w devil
Brace for impact
Patch up

Intrusions
Demons
Infinity formula

Fear grips
Alien ships
Research station"
4548,301,"Midnight Defenders

[Characters]
- Black Dwarf: 4
- Blade: 4
- Doctor Voodoo: 4
- Ghost Rider: 5
- Iron Fist: 3
- Luke Cage: 3
- Moon Knight: 3
- Shuri: 3
- Toad: 2
- Wong: 2

[Team Tactics]
- Brace for Impact
- Deal With The Devil
- Grievous Wounds
- Heroes For Hire
- Highway To Hell
- Marked For Death
- Patch Up
- Sacrifice
- Seance
- Siege of Darkness

[Extract Crises]
- Alien Ship Crashes in Downtown! [C]: 20
- Fear Grips World as ""Worthy"" Terrorize Cities [D]: 18
- Research Station Attacked! [E]: 16

[Secure Crises]
- Demons Downtown! Has Our Comeuppance Come Due? [E]: 19
- Gamma Wave Sweeps Across Midwest [E]: 15
- Terrigen Clouds Sweep Over City [C]: 20
"
4548,183,"Cap Steve
Quick silver
Loki with mind
Black Panther
Ghost rider
Deadpool
Iron Man
Dr voodoo
Black widow
Zemo

Tactics
medpack, Brace, assemble, sacrifice, disarm, follow me, ricochet blast, disarm, deal with the devil, advanced R and d

Herbs
Hammers
Spider infected 
Riot extremis
Infinity formula 
Mutant madman 




"
4548,"209,191","LVO

Characters 10:
Threat: 36
Black Widow Threat: 2
Captain Marvel Threat: 4
Crystal Threat: 3
*She-Hulk Threat: 6
Lockjaw Threat: 3
Daredevil Threat: 4
Ghost-Spider Threat: 3
*Spider-Man Miles Morales Threat: 3
Spider-Man Peter Parker Threat: 4
Venom Threat: 4

Tactics 10:
A-Force Assemble
Special Delivery
Stalwart Determination
All Webbed Up
Uneasy Allies
Brace for Impact R
Patch Up R
Lethal Protector
Last-Minute Save
Elemental Infusion

Secure Crisis:
Portals Overrun City with Spider-People! Threat: 18
Mutant Madman Turns City Center Into Lethal Amusement Park Threat: 18
Infinity Formula Goes Missing! Threat: 17

Extract Crisis:
Struggle for the Cube Continues Threat: 17
Spider-Infected Invade Manhattan Threat: 17
Skrulls Infiltrate World Leadership Threat: 17
"
4548,"185,201","Cabal

[Characters]
- Baron Mordo: 3
- Bullseye: 2
- Hood: 3
- Hulkbuster: 6
- Iron Man: 3
- Kingpin: 4
- Mysterio: 3
- Red Skull: 4
- Sabretooth: 4
- Ultron: 4

[Team Tactics]
- Cosmic Invigoration
- Dark Reign
- Field Dressing
- Helios Laser Bombardment
- Hood's Gang
- Medpack
- Mission Objective
- The Age of Ultron
- The Grand Illusion
- X-Ceptional Healing

[Extract Crises]
- Alien Ship Crashes in Downtown! [C]: 20
- Deadly Legacy Virus Cured? [C]: 19
- Fear Grips World as ""Worthy"" Terrorize Cities [D]: 18

[Secure Crises]
- Demons Downtown! Has Our Comeuppance Come Due? [E]: 19
- Intrusions Open Across City As Seals Collapse [C]: 19
- Terrigen Clouds Sweep Over City [C]: 20
"
4548,201,"Kingpin
Baron Zemo
MODOK
Bullseye
Omega Red
Ultron
Venom
Black Cat
Crossbones
Mr Sinister

Shadow Organization
All According to Plan
Mission Objective
Cruelty
AIM Lackeys
Illicit Tech
Lethal Protector
Climbing Gear
Brace for Impact
Age of Ultron

Infinity Formula
Mayor Fisk Missing Witnesses
Riots Spark Extremists

Skrulls Infiltrate
Struggle for the Cube
Research Station"
4548,"201,199","King pin
Omega red
Venom 
Kill monger
Modok 
Black cat
Mysterio 
Bullseye
Winter soldier 
Green goblin

Riots spark over extremist 

Gamma wave sweeps

Demons downtown 


Struggle for the cube

Research station 

Montesi formula 


Tactics 

Lethal protector 

Climbing gear

Disarm 

Brace for impact

Med pack

Blind obsession 

Usurp the throne 

Cruelty 

All according to plan

Aim lackeys 
"
4548,"199,191","Green Goblin
Venom 
Carnage
Kraven
Doc Oc
Lizard
Spider-man Miles
Amazing Spider-Man
Black Cat
Ghost spider

Team tactics:
Disarm
The cat and the spider
Lethal protector
Carnage rules
Sinister traps
Blind Obsession
Well- Laid Plans
Spider- Tracker
All webbed up
Aunt May's wheat cakes

Secure:
Gamma wave
Riots spark
Cosmic Invasion

Extract:
Fear terrorizes
Spider infected invade
MUTANT Extremists


"
4548,"195,301","Starlord
Gamora
Nebula
Rocket
Groot
Drax
Blade
Ghost rider
Moon knight
Dr Voodoo

Lovable misfits
Crew of the Milano
Blind obsession
Disarm
Deal with the devil
Deadly duo
Face me
We are Groot
Siege of darkness
Medpack

Cosmic invasion
Infinity formula
Riot sparks

Spider infected
Struggle for the cube
Fear grips world
"
